AUDITV2_0401,requests_or_urgent_needs,displaced_people_and_evacuations,3,no,Urgent appeal says people with service animals are being denied shelter access.
AUDITV2_0402,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,Directs helpers to a high-river area where people need assistance.
AUDITV2_0403,other_relevant_information,caution_and_advice,2,yes,Corrective commentary about where California's deadliest fires occur.
AUDITV2_0404,not_humanitarian,,3,no,Mexico earthquake casualty report is unrelated to Hurricane Irma.
AUDITV2_0405,displaced_people_and_evacuations,caution_and_advice,3,no,Provides a map to locate pet-friendly hurricane shelters.
AUDITV2_0406,requests_or_urgent_needs,sympathy_and_support,2,yes,Expresses shock while noting people lack food and water.
AUDITV2_0407,not_humanitarian,,3,no,World Trade Center subway history is unrelated to Hurricane Florence.
AUDITV2_0408,infrastructure_and_utility_damage,rescue_volunteering_or_donation_effort,2,yes,Reports first responders losing homes while continuing wildfire response.
AUDITV2_0409,caution_and_advice,infrastructure_and_utility_damage,3,no,Officials warn wildfire-hit residents about flash flooding and mudflows.
AUDITV2_0410,injured_or_dead_people,,3,no,Reports at least two earthquake deaths.
AUDITV2_0411,not_humanitarian,,3,no,Mexico earthquake aid report is unrelated to Hurricane Irma.
AUDITV2_0412,rescue_volunteering_or_donation_effort,,3,no,Describes wildfire response collaboration and ways the public can help.
AUDITV2_0413,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,3,no,ASPCA rescue teams are ready to assist displaced animals.
AUDITV2_0414,other_relevant_information,,2,yes,Political misinformation rebuttal about Dorian's path and possible damage claims.
AUDITV2_0415,other_relevant_information,requests_or_urgent_needs,2,yes,Observation about guarded water supplies during Dorian preparations.
AUDITV2_0416,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,Urgently requests food and women's clothing for a relief camp.
AUDITV2_0417,caution_and_advice,other_relevant_information,3,no,Weather warning for earthquake-hit areas facing strong winds and heavy rain.
AUDITV2_0418,other_relevant_information,requests_or_urgent_needs,1,yes,Asks people to share a complaint video, but the underlying Irma issue is unspecified.
AUDITV2_0419,infrastructure_and_utility_damage,,3,no,Reports homes destroyed by California wildfires.
AUDITV2_0420,missing_or_found_people,injured_or_dead_people,3,no,Reports mass burial of victims and at least 60 people missing.
AUDITV2_0421,other_relevant_information,,3,no,Political argument about wildfire policy and carbon taxes.
AUDITV2_0422,injured_or_dead_people,,3,no,Reports investigations into Florida nursing-home deaths.
AUDITV2_0423,displaced_people_and_evacuations,infrastructure_and_utility_damage,2,yes,Family is staying in a guest house because their home is submerged.
AUDITV2_0424,not_humanitarian,,2,yes,Primary casualty comparison concerns Bihar floods, not Kerala.
AUDITV2_0425,rescue_volunteering_or_donation_effort,,2,yes,Broad community give-back appeal associated with Irma recovery.
AUDITV2_0426,rescue_volunteering_or_donation_effort,,3,no,State Farm teams deploy to help hurricane victims.
AUDITV2_0427,injured_or_dead_people,caution_and_advice,3,no,Reports 12 leptospirosis deaths and hundreds of confirmed cases after floods.
AUDITV2_0428,rescue_volunteering_or_donation_effort,sympathy_and_support,3,no,Invites support through a rapid-response ministry during and after Florence.
AUDITV2_0429,infrastructure_and_utility_damage,caution_and_advice,2,yes,Recalls Irma tornado damage while describing current Dorian preparation.
AUDITV2_0430,caution_and_advice,rescue_volunteering_or_donation_effort,3,no,Warns donors about scams and advises using reliable donation sources.
AUDITV2_0431,rescue_volunteering_or_donation_effort,sympathy_and_support,3,no,Mentions active Irma relief work and wishes Airmen safety.
AUDITV2_0432,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Political/environmental argument about who should bear flood-relief costs.
AUDITV2_0433,rescue_volunteering_or_donation_effort,,2,yes,Promotes ways to make a difference in Harvey-affected areas; text is truncated.
AUDITV2_0434,infrastructure_and_utility_damage,caution_and_advice,3,no,Ferry service is unavailable because of earthquake damage.
AUDITV2_0435,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,Directs Camp Fire survivors to register for FEMA assistance.
AUDITV2_0436,caution_and_advice,other_relevant_information,2,yes,Political dispute centers on whether authorities adequately warned residents.
AUDITV2_0437,injured_or_dead_people,other_relevant_information,2,yes,Political claim assigns responsibility for post-Maria deaths.
AUDITV2_0438,other_relevant_information,infrastructure_and_utility_damage,2,yes,Conspiracy claim still concerns real Dorian flooding and damage.
AUDITV2_0439,injured_or_dead_people,infrastructure_and_utility_damage,3,no,Reports island-wide devastation and 47 deaths.
AUDITV2_0440,other_relevant_information,,3,no,Personal observation about learning of the earthquake after the fact.
AUDITV2_0441,caution_and_advice,displaced_people_and_evacuations,3,no,Provides maps of tsunami evacuation zones.
AUDITV2_0442,displaced_people_and_evacuations,,3,no,Reports Maria evacuees sheltering in Shreveport.
AUDITV2_0443,sympathy_and_support,infrastructure_and_utility_damage,3,no,Expresses distress over deaths and extensive property damage.
AUDITV2_0444,displaced_people_and_evacuations,infrastructure_and_utility_damage,2,yes,Reports marooned people and destroyed houses after Idai.
AUDITV2_0445,injured_or_dead_people,other_relevant_information,2,yes,Questions media reporting of a Harvey death count.
AUDITV2_0446,infrastructure_and_utility_damage,,3,no,Reports broken water heater and air conditioner after Irma.
AUDITV2_0447,caution_and_advice,other_relevant_information,2,yes,Reports rapidly increasing cholera cases after Idai.
AUDITV2_0448,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,Urgent appeal to support vulnerable communities before Dorian landfall.
AUDITV2_0449,requests_or_urgent_needs,sympathy_and_support,3,no,Checks safety and offers resources/help to wildfire-affected sex workers.
AUDITV2_0450,infrastructure_and_utility_damage,,3,no,Reports water damage inside a student hostel.
AUDITV2_0451,infrastructure_and_utility_damage,other_relevant_information,3,no,Reports major cyclone damage in Zimbabwe and Mozambique.
AUDITV2_0452,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,3,no,Suggests temporary housing for Maria refugees/evacuees through Airbnb.
AUDITV2_0453,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Directs readers to updates about Puerto Rico recovery efforts.
AUDITV2_0454,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,2,yes,Changes an event due to evacuation and directs donations to a charity.
AUDITV2_0455,infrastructure_and_utility_damage,,3,no,Drone footage shows an entire town inundated after Florence.
AUDITV2_0456,displaced_people_and_evacuations,infrastructure_and_utility_damage,2,yes,Mentions community evacuation planning in contrast with wildfire devastation.
AUDITV2_0457,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Describes Red Cross earthquake aid resolving a family's fraudulent claim issue.
AUDITV2_0458,infrastructure_and_utility_damage,injured_or_dead_people,3,no,Reports hundreds of structures destroyed and at least five deaths.
AUDITV2_0459,displaced_people_and_evacuations,,3,no,Evacuees are transported after major shelters close.
AUDITV2_0460,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,FEMA reports large-scale food and water provision.
AUDITV2_0461,not_humanitarian,,2,yes,Political impeachment statement lacks enough visible disaster context to classify humanitarian impact.
AUDITV2_0462,other_relevant_information,infrastructure_and_utility_damage,3,no,Debates the geographic extent and severity of Kerala flood impact.
AUDITV2_0463,sympathy_and_support,,3,no,Expresses thoughts for people suffering from recent disasters.
AUDITV2_0464,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,Describes outreach to doctors and March of Dimes to help mothers and premature babies.
AUDITV2_0465,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,Describes vulnerable people and UNHCR emergency teams helping after Idai.
AUDITV2_0466,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,Urgent SOS relay tells Coast Guard operators what information is needed for rescues.
AUDITV2_0467,not_humanitarian,,3,no,Most casualty content concerns the unrelated Odessa shooting.
AUDITV2_0468,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,2,yes,Retweet appeal seeks help for someone in Kaikoura.
AUDITV2_0469,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,Health officials focus on mental-health assistance after wildfire.
AUDITV2_0470,displaced_people_and_evacuations,caution_and_advice,1,yes,Truncated text explicitly references mandatory evacuations.
AUDITV2_0471,displaced_people_and_evacuations,infrastructure_and_utility_damage,3,no,Family leaves a damaged home and isolated community on foot.
AUDITV2_0472,caution_and_advice,other_relevant_information,3,no,Provides official contact and emergency-alert information for residents.
AUDITV2_0473,missing_or_found_people,injured_or_dead_people,3,no,Body recovery and locating missing relatives are the central focus.
AUDITV2_0474,other_relevant_information,caution_and_advice,2,yes,Reports a large number of continuing aftershocks.
AUDITV2_0475,rescue_volunteering_or_donation_effort,,3,no,Praises a community effort that saved all residents.
AUDITV2_0476,infrastructure_and_utility_damage,rescue_volunteering_or_donation_effort,3,no,Destroyed bridges limit vehicle access to a district rescue command point.
AUDITV2_0477,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Claims relief is being provided to rescue Americans in Cuba.
AUDITV2_0478,not_humanitarian,,3,no,Political insult lacks a clear Florence humanitarian claim.
AUDITV2_0479,missing_or_found_people,sympathy_and_support,3,no,Story concerns a town searching rubble for loved ones.
AUDITV2_0480,injured_or_dead_people,infrastructure_and_utility_damage,2,yes,"Reports two deaths plus stranded people, outages and blocked roads."
AUDITV2_0481,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,Directly says Puerto Rico residents are in danger and need government help.
AUDITV2_0482,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,Urgent public appeal asks people and influencers to help Kerala.
AUDITV2_0483,caution_and_advice,,3,no,Official open-fire ban reduces wildfire risk.
AUDITV2_0484,rescue_volunteering_or_donation_effort,,3,no,Reports contributions coming to flood-affected Kerala.
AUDITV2_0485,caution_and_advice,other_relevant_information,3,no,"Explains coastal flooding risk from sea level, surge and tide timing."
AUDITV2_0486,infrastructure_and_utility_damage,,3,no,Drone footage shows highway damage from Florence flooding.
AUDITV2_0487,missing_or_found_people,rescue_volunteering_or_donation_effort,3,no,Reports hundreds feared missing and a family-tracing service.
AUDITV2_0488,other_relevant_information,,3,no,"Updated earthquake magnitude, depth and location information."
AUDITV2_0489,caution_and_advice,infrastructure_and_utility_damage,2,yes,Discusses exposed launch infrastructure and whether Starship can reach shelter.
AUDITV2_0490,not_humanitarian,infrastructure_and_utility_damage,2,yes,Most deaths refer to an unrelated Texas event; Dorian home-damage risk is secondary.
AUDITV2_0491,injured_or_dead_people,other_relevant_information,3,no,Reports flood survey and death toll exceeding 200.
AUDITV2_0492,not_humanitarian,,3,no,"Refers to displacement years after the 2010 earthquake, unrelated to Irma."
AUDITV2_0493,displaced_people_and_evacuations,other_relevant_information,2,yes,Political commentary focuses on leaders sleeping in shelters with constituents.
AUDITV2_0494,other_relevant_information,,2,yes,Conspiracy-style claim about purposeful California fire destruction remains event-related.
