AUDITV2_0101,not_humanitarian,,3,no,"Reports an unrelated Andaman Islands earthquake, not Hurricane Irma."
AUDITV2_0102,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,2,yes,Reports flood victims staying at a relief camp.
AUDITV2_0103,missing_or_found_people,injured_or_dead_people,3,no,Explicitly reports 203 missing and a death toll of 88.
AUDITV2_0104,caution_and_advice,infrastructure_and_utility_damage,2,yes,Proposes concrete infrastructure planning changes to reduce future flood risk.
AUDITV2_0105,requests_or_urgent_needs,sympathy_and_support,3,no,Directly asks for assistance to the devastated Bahamas and says they need help.
AUDITV2_0106,requests_or_urgent_needs,other_relevant_information,2,yes,Reports earthquake-affected tourists turning to social media for help.
AUDITV2_0107,caution_and_advice,,3,no,Explicit safety warning about deadly floodwater.
AUDITV2_0108,injured_or_dead_people,infrastructure_and_utility_damage,2,yes,Condemns lack of response while citing deaths and extensive property destruction.
AUDITV2_0109,caution_and_advice,other_relevant_information,2,yes,"Reports a river approaching major flood stage, an active hazard warning."
AUDITV2_0110,rescue_volunteering_or_donation_effort,,3,no,Retweet action directly triggers a donation for wildfire recovery.
AUDITV2_0111,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,"Lists specific clothes, food, toiletries and baby supplies needed."
AUDITV2_0112,not_humanitarian,,3,no,Sports joke uses Dorian metaphorically rather than conveying disaster information.
AUDITV2_0113,caution_and_advice,rescue_volunteering_or_donation_effort,3,no,Offers recovery tips and resource links after Maria.
AUDITV2_0114,caution_and_advice,displaced_people_and_evacuations,3,no,Discusses warnings and moving people to safer areas before the cyclone.
AUDITV2_0115,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,2,yes,Describes continued support for employees and wildfire evacuees.
AUDITV2_0116,missing_or_found_people,rescue_volunteering_or_donation_effort,2,yes,Aid workers are searching for cyclone survivors; text also references deaths.
AUDITV2_0117,caution_and_advice,infrastructure_and_utility_damage,2,yes,Highlights deficient emergency-power preparedness at elder-care facilities.
AUDITV2_0118,rescue_volunteering_or_donation_effort,,3,no,Refers to organized Harvey relief operations.
AUDITV2_0119,rescue_volunteering_or_donation_effort,displaced_people_and_evacuations,3,no,Government provides emergency financial assistance to wildfire evacuees.
AUDITV2_0120,sympathy_and_support,,3,no,Formal message of condolence to countries and people affected by Idai.
AUDITV2_0121,sympathy_and_support,caution_and_advice,3,no,Prayers and safety wishes for people in Dorian's path dominate.
AUDITV2_0122,infrastructure_and_utility_damage,sympathy_and_support,2,yes,References a home destroyed in a prior wildfire and a recovery message.
AUDITV2_0123,caution_and_advice,other_relevant_information,2,yes,Directs the public to official wildfire information.
AUDITV2_0124,sympathy_and_support,,3,no,Expresses thoughts for Florida and Irma victims.
AUDITV2_0125,rescue_volunteering_or_donation_effort,,3,no,Calls swift-water response personnel for possible Florence deployment.
AUDITV2_0126,other_relevant_information,infrastructure_and_utility_damage,2,yes,Contextualizes the enormous geographic scale of the Camp Fire.
AUDITV2_0127,caution_and_advice,other_relevant_information,3,no,Official severe-thunderstorm warning during the wildfire emergency.
AUDITV2_0128,sympathy_and_support,displaced_people_and_evacuations,2,yes,Offers positive thoughts as evacuees prepare to return and rebuild.
AUDITV2_0129,sympathy_and_support,infrastructure_and_utility_damage,2,yes,Expresses gratitude that the island suffered less damage this year.
AUDITV2_0130,displaced_people_and_evacuations,infrastructure_and_utility_damage,3,no,Navy evacuates residents from a storm-devastated area.
AUDITV2_0131,injured_or_dead_people,other_relevant_information,2,yes,Directs attention to comparative hurricane death counts.
AUDITV2_0132,not_humanitarian,,3,no,"Flood survey concerns Andhra Pradesh, not the Kerala-flood event."
AUDITV2_0133,missing_or_found_people,requests_or_urgent_needs,3,no,Reports thousands missing and millions lacking food/basic services.
AUDITV2_0134,displaced_people_and_evacuations,caution_and_advice,3,no,Reports an evacuation order and state of emergency due to wildfires.
AUDITV2_0135,requests_or_urgent_needs,displaced_people_and_evacuations,3,no,Explicitly asks whether people need help evacuating before Dorian.
AUDITV2_0136,rescue_volunteering_or_donation_effort,,3,no,Recruiting short-term personnel to assist Hurricane Florence operations.
AUDITV2_0137,caution_and_advice,other_relevant_information,2,yes,Warns future storm destruction will worsen without climate action.
AUDITV2_0138,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,2,yes,Brief appeal to save animals affected by the earthquake.
AUDITV2_0139,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,3,no,Directly asks readers to help people whose homes/property were destroyed.
AUDITV2_0140,injured_or_dead_people,caution_and_advice,2,yes,Live update reports 210 deaths and a heavy-rain alert.
AUDITV2_0141,injured_or_dead_people,sympathy_and_support,3,no,"Reports mother, baby and broader Florence death toll amid prayer."
AUDITV2_0142,rescue_volunteering_or_donation_effort,,3,no,Grocers are providing support to wildfire-affected people.
AUDITV2_0143,sympathy_and_support,rescue_volunteering_or_donation_effort,3,no,Thoughts and prayers dominate while recovery efforts are mentioned.
AUDITV2_0144,other_relevant_information,caution_and_advice,2,yes,Forecast update tracks Maria near a tsunami buoy.
AUDITV2_0145,caution_and_advice,,3,no,Reports multiple simultaneous tornado warnings.
AUDITV2_0146,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Political criticism centered on seeking disaster aid.
AUDITV2_0147,infrastructure_and_utility_damage,,3,no,Reports catastrophic destruction inside a Bahamas home.
AUDITV2_0148,caution_and_advice,other_relevant_information,3,no,Provides practical guidance on benefit checks and postal disruptions.
AUDITV2_0149,displaced_people_and_evacuations,infrastructure_and_utility_damage,2,yes,Title explicitly connects evacuation with Florence devastation.
AUDITV2_0150,caution_and_advice,,3,no,Official extreme-wind warning for Irma's eyewall.
AUDITV2_0151,caution_and_advice,rescue_volunteering_or_donation_effort,2,yes,Preparedness lessons helped residents and aid groups act quickly before Idai.
AUDITV2_0152,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Announces an emergency-coordination meeting for flood recovery.
AUDITV2_0153,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,3,no,MSF teams are assessing health needs in areas with destroyed infrastructure.
AUDITV2_0154,rescue_volunteering_or_donation_effort,,3,no,Reports a person leading a Florence relief effort.
AUDITV2_0155,other_relevant_information,sympathy_and_support,2,yes,Commentary argues prayer alone is insufficient without specifying an action.
AUDITV2_0156,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort,3,no,Mosques will shelter Harvey victims through the holiday.
AUDITV2_0157,missing_or_found_people,other_relevant_information,2,yes,Political criticism centers on flood victims who cannot be located dead or alive.
AUDITV2_0158,caution_and_advice,displaced_people_and_evacuations,3,no,Warns of mudslides/flash floods and tells people to heed evacuation orders.
AUDITV2_0159,other_relevant_information,injured_or_dead_people,2,yes,Political comparison of disaster funding and casualty counts.
AUDITV2_0160,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Emergency services use satellite imagery to support wildfire response.
AUDITV2_0161,sympathy_and_support,,3,no,Personal message expressing concern and hope friends are safe after wildfires.
AUDITV2_0162,other_relevant_information,infrastructure_and_utility_damage,2,yes,Shares a satellite view of Houston flooding without a specific action.
AUDITV2_0163,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Commentary about prison labor used to fight wildfires.
AUDITV2_0164,caution_and_advice,injured_or_dead_people,2,yes,Uses past livestock deaths and lagoon failures to warn Florence could be worse.
AUDITV2_0165,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,3,no,States health and potable-water needs remain critical and asks for support.
AUDITV2_0166,infrastructure_and_utility_damage,,3,no,Reports severe flood damage and 3–4 foot floodwaters.
AUDITV2_0167,sympathy_and_support,,3,no,Describes a public show of support dedicated to Irma victims.
AUDITV2_0168,other_relevant_information,requests_or_urgent_needs,2,yes,Discusses compensation/housing choices faced by wildfire victims.
AUDITV2_0169,injured_or_dead_people,,3,no,Reports two possible flood-related deaths.
AUDITV2_0170,infrastructure_and_utility_damage,caution_and_advice,3,no,Highlights nursing homes lacking required backup power before Dorian.
AUDITV2_0171,sympathy_and_support,infrastructure_and_utility_damage,3,no,Thoughts and prayers for wildfire victims dominate.
AUDITV2_0172,displaced_people_and_evacuations,requests_or_urgent_needs,2,yes,Reports one million displaced plus widespread loss of electricity and drinking water.
AUDITV2_0173,other_relevant_information,injured_or_dead_people,2,yes,Compares storm paths/rainfall and cites Matthew's death toll.
AUDITV2_0174,caution_and_advice,displaced_people_and_evacuations,2,yes,Evacuation sirens and predicted tsunami waves signal an active threat.
AUDITV2_0175,infrastructure_and_utility_damage,injured_or_dead_people,2,yes,Reports homes being destroyed and people left dead in the Bahamas.
AUDITV2_0176,missing_or_found_people,displaced_people_and_evacuations,3,no,"Reports thousands of separated children, unknown missing counts and people in camps."
AUDITV2_0177,not_humanitarian,,3,no,Beer-rating joke uses 'Coastal Evacuation' as a product name.
AUDITV2_0178,caution_and_advice,other_relevant_information,3,no,Official state-of-emergency declaration ahead of Dorian signals active risk.
AUDITV2_0179,displaced_people_and_evacuations,infrastructure_and_utility_damage,2,yes,Mentions tsunami evacuations and flood isolation after the earthquake.
AUDITV2_0180,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,Mapping tools are created to help responders identify and meet vulnerable populations' needs.
AUDITV2_0181,infrastructure_and_utility_damage,rescue_volunteering_or_donation_effort,2,yes,School buildings collapsed; some students were rescued and casualties feared.
AUDITV2_0182,caution_and_advice,,3,no,Preparedness tip recommends decorating a safe storm location for children.
AUDITV2_0183,injured_or_dead_people,requests_or_urgent_needs,2,yes,Says people are dying and children are hungry while appealing for US help.
AUDITV2_0184,sympathy_and_support,,3,no,Expresses disbelief and affection for New Zealand after the earthquake.
AUDITV2_0185,infrastructure_and_utility_damage,,3,no,Before-and-after photos document Harvey destruction.
AUDITV2_0186,displaced_people_and_evacuations,caution_and_advice,3,no,Explicit evacuation orders and warnings for the Camp Fire.
AUDITV2_0187,rescue_volunteering_or_donation_effort,,3,no,Reports a group rescuing a neighbor's dog from floodwaters.
AUDITV2_0188,not_humanitarian,,3,no,"Discusses an unrelated Sierra Leone mudslide, not Hurricane Irma."
AUDITV2_0189,infrastructure_and_utility_damage,other_relevant_information,2,yes,Prime minister tours wildfire-destroyed areas.
AUDITV2_0190,infrastructure_and_utility_damage,caution_and_advice,2,yes,Reports a home dangerously close to flooding.
AUDITV2_0191,injured_or_dead_people,other_relevant_information,2,yes,Political criticism emphasizes deaths from the predicted cyclone.
AUDITV2_0192,infrastructure_and_utility_damage,sympathy_and_support,2,yes,Highlights severe Harvey damage and affected people's perseverance.
AUDITV2_0193,infrastructure_and_utility_damage,,3,no,Reports that an industrial trust had no significant Harvey damage.
AUDITV2_0194,other_relevant_information,,3,no,Generic earthquake-information bulletin with no specific impact stated.
AUDITV2_0195,other_relevant_information,infrastructure_and_utility_damage,2,yes,Business-risk report discusses growing wildfire exposure.
AUDITV2_0196,sympathy_and_support,rescue_volunteering_or_donation_effort,2,yes,Thoughts for Harvey-affected people dominate; sentence appears truncated before an action.
AUDITV2_0197,rescue_volunteering_or_donation_effort,caution_and_advice,2,yes,Reports wind hampering active wildfire-fighting operations.
AUDITV2_0198,caution_and_advice,displaced_people_and_evacuations,3,no,Evacuation preparedness advice tells pet owners to build an animal kit.
AUDITV2_0199,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Commentary about delivering more aid to Irma victims.
AUDITV2_0200,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Criticizes ambulance allocation away from Cyclone Idai response.
